,time,open,high,low,close,tick_volume,spread,real_volume
0,2022-01-03 00:00:00,1.13693,1.13778,1.13645,1.13728,1916,7,0
1,2022-01-03 02:00:00,1.13728,1.1375899999999999,1.13497,1.13588,2403,0,0
2,2022-01-03 04:00:00,1.13588,1.13589,1.13413,1.13482,1898,0,0
3,2022-01-03 06:00:00,1.13483,1.1349,1.1336,1.1338,1327,0,0
4,2022-01-03 08:00:00,1.1338,1.13501,1.13349,1.1348,2825,0,0
5,2022-01-03 10:00:00,1.13479,1.13567,1.13352,1.13518,6282,0,0
6,2022-01-03 12:00:00,1.13518,1.1366100000000001,1.1350500000000001,1.13557,5036,0,0
7,2022-01-03 14:00:00,1.13558,1.1364,1.13456,1.13504,7987,0,0
8,2022-01-03 16:00:00,1.13504,1.13519,1.12904,1.12918,11778,0,0
9,2022-01-03 18:00:00,1.12919,1.12988,1.12795,1.12837,7016,0,0
10,2022-01-03 20:00:00,1.12837,1.12995,1.12829,1.1297,3024,0,0
11,2022-01-03 22:00:00,1.12967,1.13003,1.12938,1.12971,2321,0,0
12,2022-01-04 00:00:00,1.12961,1.1301700000000001,1.1292,1.13016,4104,7,0
13,2022-01-04 02:00:00,1.13016,1.1309,1.13011,1.13066,2312,0,0
14,2022-01-04 04:00:00,1.13066,1.13094,1.12948,1.12978,2464,0,0
15,2022-01-04 06:00:00,1.12977,1.13058,1.12961,1.13049,1812,0,0
16,2022-01-04 08:00:00,1.13049,1.13073,1.12833,1.12917,4127,0,0
17,2022-01-04 10:00:00,1.12917,1.13081,1.1283,1.13022,7788,0,0
18,2022-01-04 12:00:00,1.13022,1.13057,1.12758,1.12761,6564,0,0
19,2022-01-04 14:00:00,1.12758,1.12898,1.12723,1.12801,8106,0,0
20,2022-01-04 16:00:00,1.1280000000000001,1.13226,1.12777,1.1309,11639,0,0
21,2022-01-04 18:00:00,1.13092,1.13158,1.12855,1.12937,7315,0,0
22,2022-01-04 20:00:00,1.12938,1.12946,1.12782,1.12878,3634,0,0
23,2022-01-04 22:00:00,1.12878,1.12896,1.12808,1.12862,2660,0,0
24,2022-01-05 00:00:00,1.12852,1.12867,1.12808,1.12829,1127,7,0
25,2022-01-05 02:00:00,1.12829,1.12886,1.12765,1.12857,2003,0,0
26,2022-01-05 04:00:00,1.12857,1.12968,1.12848,1.1295600000000001,1698,0,0
27,2022-01-05 06:00:00,1.12957,1.12958,1.1287,1.12935,1650,0,0
28,2022-01-05 08:00:00,1.12935,1.13026,1.12925,1.12986,3222,0,0
29,2022-01-05 10:00:00,1.12986,1.13111,1.12965,1.1306,6813,0,0
30,2022-01-05 12:00:00,1.13059,1.13236,1.13043,1.1319,5965,0,0
31,2022-01-05 14:00:00,1.1319,1.13286,1.13033,1.13236,9916,0,0
32,2022-01-05 16:00:00,1.1323699999999999,1.13441,1.13209,1.13373,9202,0,0
33,2022-01-05 18:00:00,1.13373,1.13466,1.13229,1.13412,5793,0,0
34,2022-01-05 20:00:00,1.13408,1.13447,1.13083,1.13104,9449,0,0
35,2022-01-05 22:00:00,1.13105,1.13136,1.13018,1.13135,4451,0,0
36,2022-01-06 00:00:00,1.13111,1.13138,1.13055,1.131,3545,7,0
37,2022-01-06 02:00:00,1.131,1.13187,1.13048,1.13164,2012,0,0
38,2022-01-06 04:00:00,1.13164,1.13204,1.13084,1.1314899999999999,2874,0,0
