,time,open,high,low,close,tick_volume,spread,real_volume
0,2024-09-02 00:00:00,1.10461,1.10555,1.10418,1.10533,2427,3,0
1,2024-09-02 04:00:00,1.10534,1.10554,1.10437,1.10482,3614,3,0
2,2024-09-02 08:00:00,1.10483,1.10773,1.10453,1.10674,6179,3,0
3,2024-09-02 12:00:00,1.10674,1.10725,1.10584,1.10677,5953,3,0
4,2024-09-02 16:00:00,1.10681,1.10718,1.10599,1.10656,4602,3,0
5,2024-09-02 20:00:00,1.10656,1.10725,1.10656,1.10701,771,2,0
6,2024-09-03 00:00:00,1.10692,1.10726,1.10589,1.10603,2293,3,0
7,2024-09-03 04:00:00,1.10604,1.10702,1.10539,1.10541,4116,3,0
8,2024-09-03 08:00:00,1.1054,1.10676,1.10479,1.10484,7331,1,0
9,2024-09-03 12:00:00,1.1048499999999999,1.10524,1.1033,1.10477,8147,3,0
10,2024-09-03 16:00:00,1.10481,1.10702,1.10359,1.10391,10967,3,0
11,2024-09-03 20:00:00,1.1039,1.10443,1.10262,1.10422,4691,2,0
12,2024-09-04 00:00:00,1.10426,1.10512,1.1031,1.10481,3917,3,0
13,2024-09-04 04:00:00,1.10481,1.10571,1.10475,1.10562,3718,3,0
14,2024-09-04 08:00:00,1.10562,1.10626,1.10467,1.10515,7353,3,0
15,2024-09-04 12:00:00,1.10516,1.10585,1.10398,1.10525,6783,3,0
16,2024-09-04 16:00:00,1.10525,1.10951,1.10499,1.10844,10419,3,0
17,2024-09-04 20:00:00,1.10844,1.1086,1.10653,1.10815,5161,2,0
18,2024-09-05 00:00:00,1.10808,1.1086,1.10756,1.10791,2576,3,0
19,2024-09-05 04:00:00,1.1078999999999999,1.10855,1.10746,1.10769,3813,1,0
20,2024-09-05 08:00:00,1.10769,1.11002,1.10766,1.10988,6909,3,0
21,2024-09-05 12:00:00,1.10989,1.11195,1.1087,1.10922,8656,3,0
22,2024-09-05 16:00:00,1.10924,1.11081,1.10762,1.11008,11685,2,0
23,2024-09-05 20:00:00,1.11008,1.11129,1.10993,1.11092,5552,3,0
24,2024-09-06 00:00:00,1.1109,1.11145,1.11008,1.11133,2024,2,0
25,2024-09-06 04:00:00,1.11132,1.11175,1.11092,1.11158,3181,2,0
26,2024-09-06 08:00:00,1.11158,1.11208,1.11107,1.11173,6807,0,0
27,2024-09-06 12:00:00,1.11172,1.11543,1.10799,1.11208,9434,3,0
28,2024-09-06 16:00:00,1.1120700000000001,1.11343,1.10655,1.10767,16927,3,0
29,2024-09-06 20:00:00,1.10768,1.10894,1.10695,1.1085,7727,1,0
30,2024-09-09 00:00:00,1.10793,1.10909,1.10771,1.10832,3689,3,0
31,2024-09-09 04:00:00,1.10832,1.10909,1.10745,1.10755,4436,3,0
32,2024-09-09 08:00:00,1.10755,1.10757,1.10454,1.10474,7655,1,0
33,2024-09-09 12:00:00,1.10474,1.10589,1.10356,1.10395,7568,3,0
34,2024-09-09 16:00:00,1.10395,1.10519,1.1034,1.10486,9693,3,0
35,2024-09-09 20:00:00,1.10489,1.10534,1.10326,1.10332,5635,3,0
36,2024-09-10 00:00:00,1.10334,1.10395,1.10283,1.10307,2293,2,0
37,2024-09-10 04:00:00,1.10307,1.10404,1.10305,1.10399,2774,3,0
38,2024-09-10 08:00:00,1.104,1.10496,1.10334,1.10376,6215,3,0
39,2024-09-10 12:00:00,1.10378,1.10437,1.10264,1.10297,6908,0,0
40,2024-09-10 16:00:00,1.10296,1.10347,1.1015,1.10264,9354,3,0
41,2024-09-10 20:00:00,1.10264,1.10277,1.10176,1.10186,4519,1,0
42,2024-09-11 00:00:00,1.10184,1.10236,1.10164,1.10199,2052,4,0
43,2024-09-11 04:00:00,1.102,1.1047,1.10181,1.10464,5130,3,0
44,2024-09-11 08:00:00,1.10465,1.10518,1.10365,1.10437,6694,3,0
45,2024-09-11 12:00:00,1.10436,1.1054599999999999,1.10033,1.10161,8668,3,0
46,2024-09-11 16:00:00,1.10164,1.10261,1.10018,1.10157,12121,3,0
47,2024-09-11 20:00:00,1.10157,1.10262,1.10103,1.10114,5587,3,0
48,2024-09-12 00:00:00,1.101,1.1015,1.10059,1.10066,1923,3,0
49,2024-09-12 04:00:00,1.10066,1.10167,1.10065,1.10162,2813,4,0
50,2024-09-12 08:00:00,1.10162,1.10238,1.10054,1.10154,5966,0,0
51,2024-09-12 12:00:00,1.10155,1.10322,1.10099,1.10249,7777,3,0
52,2024-09-12 16:00:00,1.10249,1.10479,1.10247,1.10458,10387,3,0
53,2024-09-12 20:00:00,1.10461,1.10749,1.1042399999999999,1.10737,6804,3,0
54,2024-09-13 00:00:00,1.10734,1.10872,1.10684,1.10869,2681,3,0
55,2024-09-13 04:00:00,1.10869,1.109,1.10792,1.10844,3765,4,0
56,2024-09-13 08:00:00,1.10842,1.10937,1.1073,1.10926,6455,3,0
57,2024-09-13 12:00:00,1.10926,1.11007,1.10792,1.10929,8073,3,0
58,2024-09-13 16:00:00,1.10928,1.11016,1.10768,1.10838,10203,3,0
59,2024-09-13 20:00:00,1.10838,1.10857,1.10727,1.10753,4378,2,0
