time,open,high,low,close,tick_volume,spread,real_volume
2024-08-12 00:01:00,1.09146,1.09147,1.09137,1.09138,6,23,0
2024-08-12 00:02:00,1.09145,1.09145,1.09144,1.09144,2,66,0
2024-08-12 00:03:00,1.09151,1.09151,1.09138,1.09138,2,60,0
2024-08-12 00:04:00,1.09138,1.09138,1.09137,1.09138,3,61,0
2024-08-12 00:05:00,1.09143,1.09144,1.09143,1.09144,4,44,0
2024-08-12 00:06:00,1.09154,1.09154,1.09144,1.09144,6,32,0
2024-08-12 00:07:00,1.0915300000000001,1.0915300000000001,1.09144,1.09144,2,47,0
2024-08-12 00:08:00,1.09158,1.09158,1.09143,1.0915300000000001,4,32,0
2024-08-12 00:09:00,1.09143,1.0915300000000001,1.09143,1.0915300000000001,4,32,0
2024-08-12 00:10:00,1.0915300000000001,1.0915300000000001,1.0913599999999999,1.0915,8,32,0
2024-08-12 00:11:00,1.0915,1.0915,1.0915,1.0915,1,48,0
2024-08-12 00:12:00,1.0915,1.0915,1.0915,1.0915,1,48,0
2024-08-12 00:13:00,1.09144,1.09157,1.09144,1.09154,7,46,0
2024-08-12 00:14:00,1.09166,1.09167,1.09154,1.0916,5,36,0
2024-08-12 00:15:00,1.09162,1.09166,1.09162,1.09162,3,21,0
2024-08-12 00:16:00,1.09166,1.09166,1.09165,1.09165,4,20,0
2024-08-12 00:17:00,1.09165,1.09165,1.09165,1.09165,1,20,0
2024-08-12 00:18:00,1.09165,1.09165,1.09165,1.09165,1,21,0
2024-08-12 00:19:00,1.09165,1.09165,1.09165,1.09165,1,22,0
2024-08-12 00:20:00,1.09165,1.09165,1.09165,1.09165,1,21,0
2024-08-12 00:21:00,1.09165,1.09167,1.09165,1.09167,2,19,0
2024-08-12 00:22:00,1.09167,1.09167,1.09162,1.09162,2,20,0
2024-08-12 00:23:00,1.09167,1.09167,1.09167,1.09167,1,23,0
2024-08-12 00:24:00,1.09167,1.09167,1.09167,1.09167,1,20,0
2024-08-12 00:25:00,1.09167,1.09167,1.09167,1.09167,1,19,0
2024-08-12 00:26:00,1.09167,1.09188,1.09162,1.09168,4,3,0
2024-08-12 00:27:00,1.09168,1.09168,1.09162,1.09168,3,19,0
2024-08-12 00:28:00,1.09168,1.09168,1.09165,1.09166,5,19,0
2024-08-12 00:29:00,1.09166,1.09166,1.09166,1.09166,1,19,0
2024-08-12 00:30:00,1.09169,1.0917,1.09165,1.0917,7,18,0
2024-08-12 00:31:00,1.0917,1.09173,1.09165,1.09167,6,15,0
2024-08-12 00:32:00,1.09166,1.09188,1.09165,1.0917,7,3,0
2024-08-12 00:33:00,1.0917,1.0917,1.09166,1.09166,2,18,0
2024-08-12 00:34:00,1.09166,1.09188,1.09166,1.0917,4,3,0
2024-08-12 00:35:00,1.0917,1.0917,1.09164,1.0917,3,18,0
2024-08-12 00:36:00,1.0917,1.0917,1.09166,1.0917,5,18,0
2024-08-12 00:37:00,1.09172,1.09176,1.09168,1.09176,7,13,0
2024-08-12 00:38:00,1.09176,1.09176,1.09176,1.09176,1,13,0
2024-08-12 00:39:00,1.09178,1.09178,1.09176,1.09177,3,12,0
2024-08-12 00:40:00,1.09173,1.09184,1.09173,1.09182,10,6,0
2024-08-12 00:41:00,1.09182,1.09182,1.09168,1.09181,3,10,0
2024-08-12 00:42:00,1.09178,1.09184,1.09175,1.09184,5,9,0
2024-08-12 00:43:00,1.09184,1.09185,1.09181,1.09184,4,8,0
2024-08-12 00:44:00,1.09184,1.09184,1.09183,1.09184,3,8,0
2024-08-12 00:45:00,1.09181,1.09185,1.09181,1.09184,3,8,0
2024-08-12 00:46:00,1.09184,1.09185,1.09178,1.09185,5,9,0
2024-08-12 00:47:00,1.09185,1.09185,1.09183,1.09183,8,8,0
2024-08-12 00:48:00,1.09179,1.09183,1.09179,1.09183,4,10,0
2024-08-12 00:49:00,1.09183,1.09183,1.09183,1.09183,1,10,0
2024-08-12 00:50:00,1.09183,1.09183,1.09183,1.09183,1,10,0
2024-08-12 00:51:00,1.09182,1.09183,1.09182,1.09182,3,10,0
2024-08-12 00:52:00,1.09183,1.09188,1.09182,1.09183,4,5,0
2024-08-12 00:53:00,1.09183,1.09183,1.09182,1.09183,3,8,0
2024-08-12 00:54:00,1.09183,1.09183,1.09183,1.09183,1,9,0
2024-08-12 00:55:00,1.09183,1.09187,1.09183,1.09183,3,5,0
2024-08-12 00:56:00,1.09183,1.09184,1.09183,1.09183,3,7,0
2024-08-12 00:57:00,1.09183,1.09187,1.09181,1.09181,4,4,0
2024-08-12 00:58:00,1.09181,1.09181,1.0918,1.09181,3,10,0
2024-08-12 00:59:00,1.09181,1.09181,1.0918,1.0918,2,11,0
2024-08-12 01:00:00,1.09186,1.09187,1.09141,1.09168,37,4,0
2024-08-12 01:01:00,1.09169,1.09177,1.09162,1.09162,16,6,0
2024-08-12 01:02:00,1.0916,1.0916,1.0915300000000001,1.0915300000000001,8,8,0
2024-08-12 01:03:00,1.09148,1.09149,1.09143,1.09143,13,7,0
2024-08-12 01:04:00,1.09143,1.09147,1.09141,1.09141,4,6,0
2024-08-12 01:05:00,1.09142,1.0915,1.09142,1.09149,7,9,0
2024-08-12 01:06:00,1.09149,1.09149,1.09141,1.09141,4,5,0
2024-08-12 01:07:00,1.09141,1.09141,1.09125,1.09131,8,3,0
2024-08-12 01:08:00,1.09128,1.09128,1.09123,1.09126,10,8,0
2024-08-12 01:09:00,1.09126,1.09129,1.09126,1.09126,3,14,0
2024-08-12 01:10:00,1.09126,1.09128,1.09126,1.09127,8,8,0
2024-08-12 01:11:00,1.09128,1.09132,1.09124,1.09124,8,8,0
2024-08-12 01:12:00,1.09128,1.0913599999999999,1.09127,1.0913599999999999,11,12,0
2024-08-12 01:13:00,1.0913599999999999,1.09149,1.0913599999999999,1.09138,17,8,0
2024-08-12 01:14:00,1.09139,1.09139,1.09128,1.0913,13,5,0
2024-08-12 01:15:00,1.09132,1.09139,1.09126,1.09137,23,4,0
2024-08-12 01:16:00,1.0913599999999999,1.09137,1.09129,1.09134,23,4,0
2024-08-12 01:17:00,1.09134,1.09134,1.09124,1.09124,12,4,0
2024-08-12 01:18:00,1.09124,1.09127,1.09119,1.09123,16,4,0
2024-08-12 01:19:00,1.09123,1.09123,1.09114,1.09116,18,4,0
2024-08-12 01:20:00,1.09115,1.09124,1.09115,1.09119,22,4,0
2024-08-12 01:21:00,1.09119,1.09121,1.09115,1.09121,15,4,0
2024-08-12 01:22:00,1.0912,1.09123,1.09104,1.09104,14,4,0
2024-08-12 01:23:00,1.09103,1.09104,1.09101,1.09103,7,4,0
2024-08-12 01:24:00,1.09103,1.09104,1.091,1.09103,8,4,0
2024-08-12 01:25:00,1.09103,1.09111,1.09103,1.09109,10,4,0
2024-08-12 01:26:00,1.09109,1.09113,1.09105,1.0911,14,4,0
2024-08-12 01:27:00,1.0911,1.0911,1.09104,1.09105,7,4,0
2024-08-12 01:28:00,1.09104,1.09108,1.09104,1.09105,17,4,0
2024-08-12 01:29:00,1.09105,1.09106,1.09105,1.09106,8,4,0
2024-08-12 01:30:00,1.09106,1.09106,1.09105,1.09105,10,4,0
2024-08-12 01:31:00,1.09105,1.09118,1.09105,1.09115,9,4,0
2024-08-12 01:32:00,1.09118,1.09123,1.09118,1.0912,8,4,0
2024-08-12 01:33:00,1.09123,1.09126,1.0912,1.09124,11,4,0
2024-08-12 01:34:00,1.09127,1.09129,1.09124,1.09126,14,4,0
2024-08-12 01:35:00,1.09127,1.09127,1.09123,1.09125,9,4,0
2024-08-12 01:36:00,1.09124,1.0913,1.09124,1.0913,6,4,0
2024-08-12 01:37:00,1.0913,1.09139,1.0913,1.09138,16,4,0
2024-08-12 01:38:00,1.09139,1.09139,1.09138,1.09138,26,4,0
2024-08-12 01:39:00,1.09138,1.09139,1.09134,1.09138,13,3,0
2024-08-12 01:40:00,1.09138,1.09139,1.09135,1.09138,6,4,0
2024-08-12 01:41:00,1.09138,1.09139,1.09133,1.09134,12,4,0
2024-08-12 01:42:00,1.09128,1.09129,1.09128,1.09129,8,4,0
2024-08-12 01:43:00,1.09129,1.09129,1.09128,1.09129,3,4,0
2024-08-12 01:44:00,1.0913,1.09135,1.09128,1.09131,15,4,0
2024-08-12 01:45:00,1.0913,1.0913,1.09129,1.09129,2,4,0
2024-08-12 01:46:00,1.09129,1.0913,1.09128,1.09129,5,4,0
2024-08-12 01:47:00,1.09129,1.09133,1.09128,1.09129,10,4,0
2024-08-12 01:48:00,1.09131,1.09131,1.09128,1.09128,7,4,0
2024-08-12 01:49:00,1.09129,1.0913,1.09124,1.09129,10,4,0
2024-08-12 01:50:00,1.0913,1.09133,1.09129,1.09129,6,4,0
2024-08-12 01:51:00,1.0913,1.0913599999999999,1.0913,1.09135,13,4,0
2024-08-12 01:52:00,1.0913599999999999,1.09138,1.09128,1.09131,17,4,0
2024-08-12 01:53:00,1.09131,1.09139,1.09131,1.09139,13,4,0
2024-08-12 01:54:00,1.09139,1.0914,1.0913,1.09134,15,4,0
2024-08-12 01:55:00,1.09134,1.09139,1.09133,1.09138,16,4,0
2024-08-12 01:56:00,1.09138,1.09139,1.09138,1.09138,5,5,0
2024-08-12 01:57:00,1.09137,1.09139,1.09135,1.09139,14,5,0
2024-08-12 01:58:00,1.09138,1.09139,1.09133,1.09133,14,5,0
2024-08-12 01:59:00,1.09134,1.09134,1.09128,1.09129,4,5,0
2024-08-12 02:00:00,1.09129,1.09129,1.09125,1.09126,11,5,0
2024-08-12 02:01:00,1.09127,1.0913,1.09124,1.09129,11,5,0
2024-08-12 02:02:00,1.09129,1.09133,1.09128,1.09128,7,5,0
2024-08-12 02:03:00,1.09128,1.09143,1.09128,1.09143,11,3,0
2024-08-12 02:04:00,1.09143,1.09151,1.09133,1.09138,17,3,0
2024-08-12 02:05:00,1.09138,1.09139,1.09126,1.09128,13,5,0
2024-08-12 02:06:00,1.0913,1.0913,1.09127,1.0913,12,5,0
