,time,open,high,low,close,tick_volume,spread,real_volume
0,2024-09-02 00:00:00,1.10461,1.10472,1.10425,1.1047,80,22,0
1,2024-09-02 00:15:00,1.1047,1.10493,1.10469,1.10472,68,10,0
2,2024-09-02 00:30:00,1.10473,1.10491,1.10459,1.10483,100,10,0
3,2024-09-02 00:45:00,1.10483,1.10494,1.10465,1.10478,79,10,0
4,2024-09-02 01:00:00,1.10478,1.10478,1.10438,1.10459,136,7,0
5,2024-09-02 01:15:00,1.10464,1.10486,1.10463,1.10473,100,3,0
6,2024-09-02 01:30:00,1.10477,1.10496,1.10473,1.10488,111,4,0
7,2024-09-02 01:45:00,1.10488,1.10491,1.10455,1.10457,111,4,0
8,2024-09-02 02:00:00,1.10458,1.10469,1.10452,1.10468,189,4,0
9,2024-09-02 02:15:00,1.10468,1.10469,1.10446,1.10455,155,4,0
10,2024-09-02 02:30:00,1.10456,1.10469,1.10446,1.10446,199,5,0
11,2024-09-02 02:45:00,1.10446,1.10456,1.1044,1.10444,181,4,0
12,2024-09-02 03:00:00,1.10444,1.10454,1.10418,1.10454,224,4,0
13,2024-09-02 03:15:00,1.10454,1.10511,1.10453,1.1051,274,4,0
14,2024-09-02 03:30:00,1.10509,1.10539,1.10508,1.10534,170,3,0
15,2024-09-02 03:45:00,1.10534,1.10555,1.10524,1.10533,250,4,0
16,2024-09-02 04:00:00,1.10534,1.10554,1.10508,1.10513,291,4,0
17,2024-09-02 04:15:00,1.10512,1.1054599999999999,1.10511,1.10535,341,4,0
18,2024-09-02 04:30:00,1.10537,1.10548,1.10527,1.10535,265,4,0
19,2024-09-02 04:45:00,1.10535,1.10544,1.10501,1.10514,281,3,0
20,2024-09-02 05:00:00,1.10514,1.10514,1.10472,1.10475,264,4,0
21,2024-09-02 05:15:00,1.10475,1.1048499999999999,1.10459,1.10463,259,4,0
22,2024-09-02 05:30:00,1.10463,1.10515,1.10457,1.10514,227,4,0
23,2024-09-02 05:45:00,1.10514,1.10536,1.10513,1.10514,254,3,0
24,2024-09-02 06:00:00,1.10514,1.10524,1.1050200000000001,1.10519,236,4,0
25,2024-09-02 06:15:00,1.10518,1.10544,1.10516,1.10544,235,4,0
26,2024-09-02 06:30:00,1.10544,1.10554,1.10533,1.10538,176,4,0
27,2024-09-02 06:45:00,1.10537,1.1054,1.10484,1.10484,158,4,0
28,2024-09-02 07:00:00,1.10484,1.10484,1.10437,1.1046,204,4,0
29,2024-09-02 07:15:00,1.1046,1.1048,1.1045,1.10476,174,4,0
30,2024-09-02 07:30:00,1.10477,1.1048,1.1046,1.10469,139,4,0
31,2024-09-02 07:45:00,1.10469,1.10483,1.10459,1.10482,110,4,0
32,2024-09-02 08:00:00,1.10483,1.10483,1.10453,1.10471,198,3,0
33,2024-09-02 08:15:00,1.10471,1.10517,1.10464,1.10516,178,4,0
34,2024-09-02 08:30:00,1.10517,1.10537,1.10512,1.10537,168,4,0
35,2024-09-02 08:45:00,1.10536,1.1056300000000001,1.10526,1.10551,221,4,0
36,2024-09-02 09:00:00,1.10551,1.10581,1.10547,1.10565,359,3,0
37,2024-09-02 09:15:00,1.1056,1.10592,1.1055,1.10584,291,4,0
38,2024-09-02 09:30:00,1.10585,1.1066,1.10575,1.10644,351,4,0
39,2024-09-02 09:45:00,1.10643,1.10696,1.10643,1.10657,461,3,0
40,2024-09-02 10:00:00,1.10658,1.10658,1.10613,1.10619,514,3,0
41,2024-09-02 10:15:00,1.10618,1.10635,1.10558,1.1056300000000001,470,4,0
42,2024-09-02 10:30:00,1.1056300000000001,1.10608,1.10559,1.10608,475,3,0
43,2024-09-02 10:45:00,1.10614,1.1068500000000001,1.10591,1.10665,540,4,0
44,2024-09-02 11:00:00,1.10665,1.1077,1.10662,1.1076,555,3,0
45,2024-09-02 11:15:00,1.1076,1.10773,1.10709,1.10721,464,4,0
46,2024-09-02 11:30:00,1.10723,1.10748,1.10704,1.10718,480,3,0
47,2024-09-02 11:45:00,1.10719,1.1072,1.10641,1.10674,454,4,0
48,2024-09-02 12:00:00,1.10674,1.10676,1.10633,1.10648,402,4,0
49,2024-09-02 12:15:00,1.10649,1.10701,1.10639,1.10694,421,4,0
50,2024-09-02 12:30:00,1.10695,1.10725,1.10659,1.10704,439,3,0
